gene	lowMean	highMean	logFC	pValue	fdr
RND2	0.729581395348837	1.75168844221106	1.26360535225432	7.58380116473437e-08	2.03004969585201e-06
SMLR1	0.641834302325581	1.45198341708543	1.17775217610871	0.0126789374017991	0.0415186186596396
RELN	0.546451744186046	2.59228291457286	2.24605717278118	3.30136604804882e-05	0.000301978425280791
MAEL	0.689554651162791	2.00304371859296	1.53845710662854	0.00385556163625955	0.0161825253824943
C19orf84	0.657053488372093	2.09109798994975	1.67017794387967	1.20071904342098e-08	5.01168814356605e-07
ADGRD1	1.27632093023256	2.72664020100503	1.09513319960897	5.50930329830218e-08	1.62847118660291e-06
HRC	0.648237209302326	1.34134472361809	1.0490863154713	1.86897621630231e-06	2.71188716350443e-05
LINC01711	0.389059302325581	1.56460452261307	2.0077360605764	1.5290163687176e-07	3.63875445926678e-06
XG	1.45434593023256	3.13353819095477	1.10742210748848	1.70693393261533e-07	3.96625065175757e-06
CILP2	2.47565872093023	5.48502412060301	1.14768551774609	1.40100347611794e-06	2.1722695232116e-05
OLR1	5.89721220930233	12.3127788944724	1.06205138802914	6.70857106689881e-10	6.56341485083141e-08
SLC7A2	8.9868011627907	26.8282070351759	1.57787105330896	1.5633995365727e-05	0.000159778095582537
CPA6	0.653375	1.65722462311558	1.34278600191691	0.00204197125582479	0.0096530599349954
VIP	2.53513895348837	6.85316381909548	1.434705348872	0.0033938727659122	0.0145887696232557
CRLF1	1.84372034883721	6.07361708542714	1.71993610808686	1.51930082486877e-05	0.000156610614910995
EBF2	0.618606395348837	1.38997788944724	1.16796828034503	5.87018078928493e-09	2.92286085133145e-07
SULT1C4	2.15668488372093	6.72960804020101	1.64170708116023	2.04937809585661e-13	2.10069094735976e-10
AP000547.3	0.775516279069767	1.61014120603015	1.0539582445487	0.000132358569453625	0.000974200997342343
FOXS1	8.09240988372093	16.1874904522613	1.00023804193938	3.41667682310923e-09	2.04146440180777e-07
PLPP4	1.06761627906977	2.23145427135678	1.06359103304738	4.94476588832728e-06	6.10073254511176e-05
DKK1	20.1481691860465	45.1977939698492	1.16560360817772	3.49318381603561e-06	4.5479350383094e-05
APOA2	3.81650988372093	152.69983919598	5.32230080512626	0.000680608331052589	0.0038888583942998
SFRP2	125.338098255814	339.796580904523	1.43884632741615	3.02726263328984e-08	1.03359395622325e-06
TENM3	1.57393255813953	3.37325778894472	1.09976885154375	6.88164671687259e-08	1.90612499293507e-06
ADCY1	1.0396511627907	3.03224572864322	1.54428713423423	0.000341927989161005	0.00215784807946572
CALB2	4.26317034883721	9.44322864321608	1.14735349784774	0.000743435116561058	0.00417799272275846
PALM	7.57093081395349	15.6169497487437	1.04457010905725	1.19103188420563e-08	4.99397579517799e-07
OGN	18.8277505813953	39.9038175879397	1.08366612899418	1.06263020595218e-05	0.000116652252923753
CCL26	5.0744273255814	15.0407427135678	1.56755888794788	2.93224127811066e-07	6.13972422813408e-06
PCSK1	1.11298313953488	7.53722412060301	2.75960155447856	0.00545421911818316	0.0213348663611295
CCL3L3	4.15048255813953	8.70513567839196	1.06858770197651	0.000577505953826093	0.00338062248238382
RETN	0.718033139534884	2.62263567839196	1.86889507483915	9.88148966020787e-06	0.000110138122595122
PLA2G5	0.86289011627907	1.7387527638191	1.01080405007198	2.98562497944975e-07	6.22813784409094e-06
NGF	0.754726744186046	1.61240351758794	1.09518653268671	2.04356290746075e-11	4.95489962924904e-09
VWCE	0.808488953488372	1.94530452261307	1.2666960486383	1.8466258841044e-05	0.000184663423938321
SHISA2	4.1104261627907	11.509551758794	1.48547176536919	1.28759664795511e-09	1.05204234612987e-07
SLC7A10	0.701188372093023	1.96771708542714	1.48864883068263	5.80876846525241e-06	6.98456262783118e-05
FBLN1	52.9301651162791	109.970019095477	1.05494819871889	6.04259225292573e-10	6.05344720906871e-08
CYP24A1	1.14275523255814	3.81485326633166	1.73911114171691	0.00377302041630665	0.0159039132186471
CST6	6.80828081395349	29.3553010050251	2.10825860126945	5.8555763688073e-07	1.072987871305e-05
PI16	4.90238372093023	11.243743718593	1.19756715868404	0.00158325752242465	0.00780203191462869
CARTPT	2.5271011627907	7.86174472361809	1.6373661010051	0.000225521864482241	0.00153000032148739
PCSK1N	36.9788936046512	105.188294472362	1.50820020249087	1.2461180355736e-06	1.96675044671192e-05
ADGRF1	4.65070697674419	2.16452512562814	-1.1033994966985	0.000449064326722241	0.00272500768446249
AZU1	0.124412209302326	3.08589648241206	4.63248968927468	1.72487380587469e-05	0.000173628993816387
WIF1	2.0783761627907	8.79623316582915	2.08142905737925	0.00390535373634798	0.0163586800223089
MFAP5	10.5425813953488	22.469440201005	1.09173602178737	4.20937294279038e-09	2.34742697776277e-07
UNC13A	0.974868023255814	2.13286180904523	1.12951166812016	0.000344476884545378	0.0021690245684773
CHST13	5.75852906976744	12.9286552763819	1.16679997771738	2.77219170853454e-05	0.000260408575428315
NGFR	3.81469418604651	10.2750984924623	1.42951291323886	4.59125818361749e-06	5.73223487079679e-05
CADM3	0.981641279069767	1.96963869346734	1.00466318663084	0.000182124406273459	0.00128022744409873
ESPNL	0.716491279069767	1.79653316582915	1.32619451957461	1.65162340097296e-05	0.000167264730842934
AC091179.1	1.87334476744186	4.72149246231156	1.33362653178059	0.000226374349313586	0.00153411824292334
TMEM59L	0.764058139534884	1.87716733668342	1.29680293568309	2.16421261942912e-05	0.000210140900307888
C7	18.1760656976744	38.7974035175879	1.09392014992649	3.57797146267099e-05	0.000323564662543166
EZHIP	2.9294523255814	8.27024874371859	1.49729975042548	0.00950149701998745	0.0329929524998734
UCHL1	9.46397848837209	21.3897165829146	1.17639866714748	4.75973125946623e-09	2.53599694174745e-07
ALOX15	1.4889238372093	3.334191959799	1.16306720940078	0.000818833834231454	0.00452115183059149
IGF2BP1	2.29864186046512	8.56534522613065	1.89772969059613	0.000141223351370026	0.00103263403340058
MYBPHL	0.577293023255814	2.0524472361809	1.82996943882398	0.00373592451109163	0.0157594596748772
TREML2	1.25185523255814	3.19845577889447	1.35330780171867	3.02580980128189e-05	0.0002812322109747
CU104787.1	0.696865697674419	1.43271708542714	1.03980120592861	0.000145232306742565	0.00105503104290192
CDH19	0.751047093023256	1.56210150753769	1.05651292764364	0.000207932257335382	0.00142804050296426
APCDD1L	0.706081976744186	1.53194572864322	1.11745759213605	3.8599565126824e-08	1.25497165650966e-06
AC005256.1	5.20188197674419	2.47153467336683	-1.07362652065774	0.00139116514252258	0.00703460380671852
LRRN1	2.45022209302326	6.03556532663317	1.30057638471857	8.11591925378856e-05	0.0006468762702043
ELANE	0.355379069767442	21.9495477386935	5.94868868810568	0.00117826946249562	0.00615437031144294
PAPPA2	0.596750581395349	1.76998391959799	1.56853628141056	0.00880070408648015	0.03101006305114
TMEM119	16.9782186046512	34.2220884422111	1.01124270882058	1.23379962266991e-07	3.04896125365843e-06
TACR1	0.484565697674419	1.54919547738693	1.67675500940866	4.31431963438507e-05	0.000381090641411099
RSPO4	1.51863313953488	3.78344070351759	1.31692543843215	0.000182849552940807	0.00128478497299441
PLA2G2D	5.03264825581395	10.2383748743719	1.02459706320305	0.00525385518439816	0.0207353142804863
BCHE	1.98513081395349	4.2354567839196	1.09328348954791	1.4672959056642e-06	2.25004260776276e-05
PRELP	22.9946412790698	47.3497311557789	1.04205854275781	2.57556223456974e-06	3.52900542050383e-05
SERPINF1	54.0693418604651	116.723252261307	1.1102092858017	4.09344802554688e-12	1.44150173274652e-09
GXYLT2	5.18968372093023	10.4984618090452	1.01645944264818	1.1079892706286e-10	1.76539623786824e-08
TTR	6.73423953488372	19.873983919598	1.56129415940928	0.011498189522991	0.0384038152764303
PLCXD3	0.616947093023256	1.56853969849246	1.34620336321647	0.000559084537661006	0.00328224725723864
PRTN3	0.221593023255814	5.9382608040201	4.74405609212301	0.000464017206567604	0.00280050788812266
SFRP4	49.0824877906977	110.176472361809	1.16653589616008	2.36993296883865e-08	8.49014530378386e-07
TFPI2	3.81842034883721	8.35279949748744	1.12928387785154	0.000647500232428928	0.00372641172636256
COL10A1	22.5440203488372	48.3271040201005	1.10008772553059	4.08115422838725e-07	7.98569710420102e-06
AL121949.1	0.690911627906977	2.23505879396985	1.69373968504079	0.00241451548311061	0.011030814864129
LINC02600	0.603838953488372	1.83288844221106	1.60188324684168	0.00706956489179317	0.0262422083161815
ZNF114	0.730133720930233	1.71789648241206	1.23441048783639	3.11291754959181e-06	4.12018280100245e-05
SLC35F1	0.583497093023256	1.39145577889447	1.25379768631444	2.67891845635559e-07	5.7386072015224e-06
HAMP	0.621798255813954	1.39434572864322	1.16506984749798	1.5116662089956e-08	6.02156374597606e-07
LGALS9C	3.47093081395349	1.6819175879397	-1.04521559132122	0.0021430241534897	0.0100259491297211
CLDN9	2.64915348837209	5.93152361809045	1.16287130050886	0.00348220669872646	0.0148882697666636
NELL2	1.1612761627907	2.65990150753769	1.1956617257722	0.00178101195911658	0.00859180676169367
GNG13	1.76073255813953	0.343500502512563	-2.35779167672514	0.00711511575564054	0.0263586994224682
RBP4	25.1702122093023	81.637472361809	1.69751413484473	0.000145155723890297	0.00105493278048856
PI15	3.64855872093023	7.40240201005025	1.02066681463981	1.92892117415829e-05	0.000191745996694404
APOD	76.8478697674419	223.141867336683	1.5378840529633	1.04454078739996e-08	4.55082483677118e-07
TDRD9	0.796462209302326	2.05864773869347	1.3700191720656	0.000757990956857792	0.00424403905897954
TAC1	0.906419186046512	2.75867135678392	1.6057232933412	0.000112899365533335	0.000855825276562163
H19	59.3428244186046	152.047925125628	1.35738063065772	3.85175447998887e-11	8.2615195448992e-09
ELOVL2	0.942106976744186	2.31121256281407	1.29468715790638	2.03287049013875e-09	1.47869231739223e-07
HAS1	0.942958139534884	2.26765025125628	1.26593251253173	2.94807399111382e-06	3.94886131876175e-05
AC002091.2	1.64429011627907	3.44223718592965	1.06588164050787	1.10575171422094e-08	4.73125989230597e-07
PTH1R	0.668638372093023	1.3423864321608	1.00550198286216	1.50168597273267e-09	1.17949325463932e-07
NRXN2	1.16699593023256	2.68833015075377	1.20391079490943	7.06598238897194e-09	3.37753958192859e-07
PRG4	1.01968197674419	2.1316608040201	1.06385862281708	4.42230540575488e-10	4.94772750793089e-08
NKX3-2	2.36209825581395	4.79470653266332	1.02137353805973	1.97033565864251e-06	2.83193432724134e-05
SYT4	0.584262209302326	2.5605391959799	2.1317597612345	0.00266027617642474	0.0119640915138672
THPO	0.820192441860465	2.24923768844221	1.45540177184241	7.46852270868593e-10	7.18094166185722e-08
PROC	3.51119186046512	7.04414824120603	1.00446443950942	0.00359231444383454	0.015253660062272
SUGCT	1.53052151162791	3.075991959799	1.00702841008136	3.46896082651527e-14	7.25446432845006e-11
NPR3	0.855155813953488	2.11382311557789	1.30559544145413	1.99725864008499e-05	0.000197017759746016
HOXD10	0.933853488372093	2.99978090452261	1.68358900484665	1.76770988945893e-05	0.000177727082035144
EFEMP1	33.920601744186	79.9757100502513	1.23740013288341	1.80094876431044e-11	4.56513224650207e-09
VSTM2B	0.456389534883721	2.23914020100502	2.29460724779953	0.000671718093598633	0.00384725905713972
MIR5572	3.32585581395349	0.990086432160804	-1.74809924512293	0.0104725551111301	0.0356254263947146
GNG4	4.63109244186047	12.8834859296482	1.47609854102075	0.000192368613854164	0.00134041104114126
ADRA1B	0.339852325581395	1.5707391959799	2.2084637566204	4.40358576080708e-08	1.37457724856007e-06
